tip_name	tip_dates
hCoV-19_France_IDF-HCL021020624101_2021	2021-01-25
hCoV-19_France_IDF-HCL021020646101_2021	2021-01-26
hCoV-19_France_IDF-HCL021022265601_2021	2021-01-27
hCoV-19_France_ARA-HCL021022746201_2021	2021-01-28
hCoV-19_France_IDF-IPP05168_2021	2021-03-10
hCoV-19_France_IDF-IPP05204_2021	2021-03-09
hCoV-19_France_IDF-IPP05216_2021	2021-03-09
hCoV-19_France_IDF-IPP05238_2021	2021-03-08
hCoV-19_France_ARA-210015790901_2021	2021-03-11
hCoV-19_France_ARA-210016625202_2021	2021-03-15
hCoV-19_France_ARA-CHUGA-1033398764_2021	2021-03-01
hCoV-19_France_ARA-CHUGA-1039217836_2021	2021-03-13
hCoV-19_France_ARA-CHUGA-1033471451_2021	2021-03-15
hCoV-19_France_ARA-CHUGA-1033463327_2021	2021-03-12
hCoV-19_France_ARA-CHUGA-1033436247_2021	2021-03-08
hCoV-19_France_IDF-APHP-HEGP-07-33-2131749621_2021	2021-02-01
hCoV-19_France_IDF-APHP-HEGP-10-21-2131782175_2021	2021-02-19
hCoV-19_France_IDF-APHP-HEGP-10-42-2131788069_2021	2021-02-23
hCoV-19_France_IDF-APHP-HEGP-10-45-2131788141_2021	2021-02-23
hCoV-19_France_IDF-APHP-HEGP-11-15-2131796092_2021	2021-02-27
hCoV-19_France_IDF-APHP-HEGP-12-36-2131815734_2021	2021-03-09
hCoV-19_France_IDF-APHP-HEGP-12-39-2139001205_2021	2021-03-02
hCoV-19_France_IDF-APHP-HEGP-13-04-2131815286_2021	2021-03-09
hCoV-19_France_BRE-IPP07159_2021	2021-03-16
hCoV-19_France_BRE-IPP06689_2021	2021-03-16
hCoV-19_France_ARA-HCL021056466901_2021	2021-03-22
hCoV-19_France_ARA-HCL021057340201_2021	2021-03-26
hCoV-19_France_ARA-HCL021057625201_2021	2021-03-26
hCoV-19_France_ARA-HCL021057636001_2021	2021-03-27
hCoV-19_France_ARA-HCL021057825001_2021	2021-03-28
hCoV-19_France_ARA-HCL021057853701_2021	2021-03-28
hCoV-19_France_ARA-HCL990000242754_2021	2021-03-25
hCoV-19_France_IDF-IPP08032_2021	2021-03-30
hCoV-19_France_BRE-IPP08498_2021	2021-03-30
hCoV-19_France_PDL-IPP08499_2021	2021-03-29
hCoV-19_France_ARA-HCL021061552101_2021	2021-03-29
hCoV-19_France_ARA-HCL021061616801_2021	2021-03-30
hCoV-19_France_ARA-HCL021061639901_2021	2021-03-30
hCoV-19_France_ARA-HCL021062510001_2021	2021-04-03
hCoV-19_France_NAQ-HCL021062722501_2021	2021-03-30
hCoV-19_France_NAQ-HCL021062794101_2021	2021-03-30
hCoV-19_France_NAQ-HCL021062815201_2021	2021-03-30
hCoV-19_France_NAQ-HCL021062824301_2021	2021-03-30
hCoV-19_France_NAQ-HCL021062862101_2021	2021-03-30
hCoV-19_France_IDF-HMN-21022220276_2021	2021-02-22
hCoV-19_France_IDF-HMN-21022240410_2021	2021-02-22
hCoV-19_France_IDF-HMN-21022250115_2021	2021-02-25
hCoV-19_France_ARA-HCL021060792101_2021	2021-04-01
hCoV-19_France_ARA-HCL021061417801_2021	2021-04-01
hCoV-19_France_ARA-HCL021062558201_2021	2021-04-03
hCoV-19_France_ARA-HCL021062883701_2021	2021-04-04
hCoV-19_France_ARA-HCL021062941701_2021	2021-04-04
hCoV-19_France_IDF-IPP00408_2021	2021-01-08
hCoV-19_France_IDF-IPP00466_2021	2021-01-11
hCoV-19_France_IDF-0001026_2020	2020-12-22
hCoV-19_France_CVL-IPP01189_2021	2021-01-13
hCoV-19_France_IDF-IPP01350_2021	2021-01-15
hCoV-19_France_IDF-IPP01363_2021	2021-01-17
hCoV-19_France_IDF-IPP01371_2021	2021-01-18
hCoV-19_France_IDF-IPP01379_2021	2021-01-17
hCoV-19_France_IDF-IPP01390_2021	2021-01-15
hCoV-19_France_IDF-IPP01405_2021	2021-01-15
hCoV-19_France_IDF-IPP01417_2021	2021-01-12
hCoV-19_France_IDF-IPP01423_2021	2021-01-06
hCoV-19_France_IDF-IPP01428_2021	2021-01-11
hCoV-19_France_IDF-HMN-21022080561_2021	2021-02-07
hCoV-19_France_IDF-HMN-21022090269_2021	2021-02-05
hCoV-19_France_IDF-HMN-21022110510_2021	2021-02-11
hCoV-19_France_IDF-HMN-21022120209_2021	2021-02-08
hCoV-19_France_IDF-HMN-21022170139_2021	2021-02-15
hCoV-19_France_IDF-HMN-21022180421_2021	2021-02-16
hCoV-19_France_PAC-HCL021019095501_2021	2021-01-29
hCoV-19_France_PAC-HCL021019135901_2021	2021-01-27
hCoV-19_France_PAC-HCL021019181901_2021	2021-01-27
hCoV-19_France_PAC-HCL021019304601_2021	2021-01-27
hCoV-19_France_PAC-HCL021019313701_2021	2021-01-27
hCoV-19_France_IDF-HCL021020583301_2021	2021-01-25
hCoV-19_France_IDF-HCL021020651501_2021	2021-01-26
hCoV-19_France_IDF-HCL021020653101_2021	2021-01-26
hCoV-19_France_PAC-HCL021019038901_2021	2021-01-29
hCoV-19_France_PAC-HCL021019144401_2021	2021-01-27
hCoV-19_France_IDF-HCL021020544301_2021	2021-01-25
hCoV-19_France_HDF-P24-21102C3673_2021	2021-03-09
hCoV-19_France_HDF-P35-21103C5015_2021	2021-03-10
hCoV-19_France_HDF-P74-21106C0190_2021	2021-03-13
hCoV-19_France_HDF-P82-21107C1062_2021	2021-03-14
hCoV-19_France_IDF-HMN-21032100377_2021	2021-03-10
hCoV-19_France_IDF-HMN-21032100487_2021	2021-03-10
hCoV-19_France_IDF-HMN-21032100231_2021	2021-03-05
hCoV-19_France_IDF-HMN-21032100240_2021	2021-03-03
hCoV-19_France_IDF-HMN-21032100284_2021	2021-02-26
hCoV-19_France_ARA-HCL021051529201_2021	2021-03-18
hCoV-19_France_ARA-HCL021051561001_2021	2021-03-16
hCoV-19_France_NAQ-HCL021051713901_2021	2021-03-16
hCoV-19_France_ARA-HCL021051751401_2021	2021-03-16
hCoV-19_France_ARA-HCL021051771201_2021	2021-03-16
hCoV-19_France_ARA-HCL021051774601_2021	2021-03-16
hCoV-19_France_ARA-HCL021051782301_2021	2021-03-16
hCoV-19_France_ARA-HCL021051797401_2021	2021-03-16
hCoV-19_France_ARA-HCL021051800001_2021	2021-03-16
hCoV-19_France_ARA-HCL021051802201_2021	2021-03-16
hCoV-19_France_CVL-IPP06110_2021	2021-03-16
hCoV-19_France_OCC-NI-8_2021	2021-03-07
hCoV-19_France_IDF-APHP-HEGP-13-24-2131821576_2021	2021-03-12
hCoV-19_France_IDF-APHP-HEGP-14-29-2131836892_2021	2021-03-21
hCoV-19_France_IDF-APHP-HEGP-14-55-2139001567_2021	2021-03-13
hCoV-19_France_ARA-HCL990000159706_2021	2021-03-23
hCoV-19_France_ARA-HCL990000247720_2021	2021-03-24
hCoV-19_France_ARA-HCL990000256826_2021	2021-03-23
hCoV-19_France_CVL-IPP08069_2021	2021-03-29
hCoV-19_France_CVL-IPP08070_2021	2021-03-30
hCoV-19_France_CVL-IPP08072_2021	2021-03-29
hCoV-19_France_HDF-IPP08137_2021	2021-03-30
hCoV-19_France_HDF-IPP08138_2021	2021-03-30
hCoV-19_France_IDF-HMN-21032010543_2021	2021-02-25
hCoV-19_France_IDF-IPP08919_2021	2021-04-06
hCoV-19_France_ARA-HCL021063219201_2021	2021-04-05
hCoV-19_France_ARA-HCL021063257201_2021	2021-04-05
hCoV-19_France_ARA-HCL021063457001_2021	2021-04-06
hCoV-19_France_ARA-HCL021063642901_2021	2021-04-06
hCoV-19_France_ARA-HCL021063823301_2021	2021-04-05
hCoV-19_France_ARA-HCL021064790301_2021	2021-04-06
hCoV-19_France_ARA-HCL021064849601_2021	2021-04-06
hCoV-19_France_ARA-HCL021064858001_2021	2021-04-06
hCoV-19_France_NAQ-HCL021065196801_2021	2021-04-08
hCoV-19_France_ARA-HCL990000046702_2021	2021-04-13
hCoV-19_France_IDF-HMN-21032080709_2021	2021-03-02
hCoV-19_France_GES-HMN-21032170435_2021	2021-03-15
hCoV-19_France_IDF-HMN-21032190327_2021	2021-03-16
hCoV-19_France_IDF-HMN-21032220461_2021	2021-03-16
hCoV-19_France_IDF-HMN-21032220460_2021	2021-03-16
hCoV-19_France_IDF-HMN-21032220467_2021	2021-03-16
hCoV-19_France_NOR-HMN-21032190686_2021	2021-03-16
hCoV-19_France_NOR-HMN-21032190535_2021	2021-03-16
hCoV-19_France_PAC-CERBAHC-20211020-47_2021	2021-01-07
hCoV-19_France_PDL-IPP01784_2021	2021-01-20
hCoV-19_France_BRE-IPP01857_2021	2021-01-07
hCoV-19_France_IDF-IPP01536_2021	2021-01-18
hCoV-19_France_GES-IPP03305_2021	2021-02-08
hCoV-19_France_GES-IPP03307_2021	2021-02-08
hCoV-19_France_CVL-IPP02634_2021	2021-01-26
hCoV-19_France_ARA-HCL021023060001_2021	2021-01-29
hCoV-19_France_ARA-HCL021029956401_2021	2021-02-02
hCoV-19_France_ARA-HCL021029975201_2021	2021-02-02
hCoV-19_France_ARA-HCL021030022001_2021	2021-02-15
hCoV-19_France_NAQ-HCL021032053101_2021	2021-02-16
hCoV-19_France_ARA-HCL021032583501_2021	2021-02-16
hCoV-19_France_OCC-HCL021032585001_2021	2021-02-16
hCoV-19_France_ARA-HCL021042023101_2021	2021-03-03
hCoV-19_France_ARA-HCL021042173701_2021	2021-03-02
hCoV-19_France_NAQ-HCL021042181301_2021	2021-03-02
hCoV-19_France_ARA-HCL021042726501_2021	2021-03-02
hCoV-19_France_ARA-HCL021042732601_2021	2021-03-02
hCoV-19_France_ARA-HCL021042797801_2021	2021-03-02
hCoV-19_France_ARA-HCL021042706601_2021	2021-03-02
hCoV-19_France_ARA-HCL021042823001_2021	2021-03-02
hCoV-19_France_ARA-HCL021037988901_2021	2021-02-26
hCoV-19_France_ARA-HCL021042158801_2021	2021-03-03
hCoV-19_France_ARA-HCL021040868101_2021	2021-03-02
hCoV-19_France_ARA-HCL021033133901_2021	2021-02-19
hCoV-19_France_OCC-HCL021006125501_2021	2021-01-06
hCoV-19_France_NAQ-HCL021006784101_2021	2021-01-06
hCoV-19_France_HDF-P5-21101C4804_2021	2021-03-08
hCoV-19_France_HDF-P7-21101C6419_2021	2021-03-08
hCoV-19_France_IDF-HMN-21032130231_2021	2021-03-13
hCoV-19_France_IDF-HMN-21032140077_2021	2021-03-14
hCoV-19_France_IDF-HMN-21032150758_2021	2021-03-15
hCoV-19_France_IDF-IPP06563_2021	2021-03-16
hCoV-19_France_IDF-IPP06571_2021	2021-03-16
hCoV-19_France_IDF-IPP06606_2021	2021-03-16
hCoV-19_France_IDF-IPP06623_2021	2021-03-16
hCoV-19_France_BRE-IPP06652_2021	2021-03-16
hCoV-19_France_BRE-IPP06665_2021	2021-03-16
hCoV-19_France_BRE-IPP06667_2021	2021-03-16
hCoV-19_France_NOR-IPP07178_2021	2021-02-14
hCoV-19_France_NOR-IPP07180_2021	2021-02-19
hCoV-19_France_BRE-IPP07218_2021	2021-03-23
hCoV-19_France_BRE-IPP07320_2021	2021-03-16
hCoV-19_France_IDF-IPP07499_2021	2021-03-22
hCoV-19_France_IDF-IPP07635_2021	2021-03-22
hCoV-19_France_IDF-IPP07663_2021	2021-03-23
hCoV-19_France_IDF-IPP07680_2021	2021-03-22
hCoV-19_France_IDF-IPP07703_2021	2021-03-23
hCoV-19_France_ARA-HCL021066797801_2021	2021-04-10
hCoV-19_France_ARA-HCL021068021401_2021	2021-04-12
hCoV-19_France_ARA-HCL121007089401_2021	2021-04-04
hCoV-19_France_ARA-HCL121007155601_2021	2021-04-05
hCoV-19_France_ARA-HCL121007229601_2021	2021-04-07
hCoV-19_France_ARA-HCL990000054514_2021	2021-04-07
hCoV-19_France_ARA-HCL990000179767_2021	2021-04-10
hCoV-19_France_IDF-IPP09046_2021	2021-03-29
hCoV-19_France_IDF-IPP09064_2021	2021-03-30
hCoV-19_France_IDF-IPP09072_2021	2021-04-01
hCoV-19_France_IDF-IPP09367_2021	2021-04-12
hCoV-19_France_CVL-IPP09382_2021	2021-04-12
hCoV-19_France_CVL-IPP09383_2021	2021-04-12
hCoV-19_France_IDF-IPP09400_2021	2021-04-12
hCoV-19_France_IDF-IPP09422_2021	2021-04-13
hCoV-19_France_IDF-HMN-21032080463_2021	2021-03-02
hCoV-19_France_IDF-HMN-21032080474_2021	2021-03-02
hCoV-19_France_IDF-HMN-21032080603_2021	2021-03-02
hCoV-19_France_IDF-HMN-21032080919_2021	2021-03-02
hCoV-19_France_IDF-HMN-21032030689_2021	2021-03-03
hCoV-19_France_IDF-HMN-21032070032_2021	2021-03-06
hCoV-19_France_IDF-HMN-21032100320_2021	2021-03-02
hCoV-19_France_GES-HMN-21032170401_2021	2021-03-15
hCoV-19_France_GES-HMN-21032170418_2021	2021-03-15
hCoV-19_France_IDF-IPP00503_2021	2021-01-07
hCoV-19_France_IDF-IPP00506_2021	2021-01-07
hCoV-19_France_IDF-IPP00693_2021	2021-01-12
hCoV-19_France_un-21022010202_2021	2021-02-01
hCoV-19_France_un-21022010222_2021	2021-02-01
hCoV-19_France_un-21022010176_2021	2021-02-01
hCoV-19_France_un-21012300195_2021	2021-01-30
hCoV-19_France_PAC-IHU-3109_2021	2021-02-01
hCoV-19_France_PAC-IHU-3152_2021	2021-01-25
hCoV-19_France_IDF-IPP03500_2021	2021-02-08
hCoV-19_France_un-HMN-21022150349_2021	2021-02-15
hCoV-19_France_un-HMN-21022150445_2021	2021-02-15
hCoV-19_France_un-HMN-21022180353_2021	2021-02-16
hCoV-19_France_ARA-HCL021022962101_2021	2021-01-29
hCoV-19_France_ARA-HCL021024256901_2021	2021-02-06
hCoV-19_France_ARA-HCL021025383701_2021	2021-02-08
hCoV-19_France_NAQ-HCL021041755301_2021	2021-03-02
hCoV-19_France_NAQ-HCL021041857101_2021	2021-03-02
hCoV-19_France_NAQ-HCL021041888801_2021	2021-03-02
hCoV-19_France_ARA-HCL021042000001_2021	2021-03-02
hCoV-19_France_IDF-IPP04551_2021	2021-03-02
hCoV-19_France_ARA-HCL021036305201_2021	2021-02-24
hCoV-19_France_ARA-HCL021036333901_2021	2021-02-06
hCoV-19_France_ARA-HCL021036347601_2021	2021-02-06
hCoV-19_France_ARA-HCL021031761301_2021	2021-02-17
hCoV-19_France_OCC-HCL021032304101_2021	2021-02-16
hCoV-19_France_ARA-HCL021034238101_2021	2021-02-22
hCoV-19_France_ARA-HCL021034428201_2021	2021-02-22
hCoV-19_France_ARA-HCL021047668301_2021	2021-03-12
hCoV-19_France_ARA-HCL021048384301_2021	2021-03-15
hCoV-19_France_ARA-HCL990000050762_2021	2021-03-15
hCoV-19_France_ARA-HCL021048264501_2021	2021-03-14
hCoV-19_France_ARA-HCL021048288601_2021	2021-03-14
hCoV-19_France_ARA-HCL990000051543_2021	2021-03-12
hCoV-19_France_COR-HCL021015747301_2021	2021-01-25
hCoV-19_France_ARA-HCL021017515101_2021	2021-01-20
hCoV-19_France_ARA-HCL021015864301_2021	2021-01-19
hCoV-19_France_BRE-IPP05792_2021	2021-03-16
hCoV-19_France_BRE-IPP05830_2021	2021-03-15
hCoV-19_France_BRE-IPP05896_2021	2021-03-15
hCoV-19_France_BRE-IPP05945_2021	2021-03-16
hCoV-19_France_BRE-IPP05956_2021	2021-03-16
hCoV-19_France_IDF-HMN-21032160264_2021	2021-03-16
hCoV-19_France_IDF-HMN-21032160387_2021	2021-03-16
hCoV-19_France_IDF-IPP06585_2021	2021-03-15
hCoV-19_France_IDF-IPP07581_2021	2021-03-22
hCoV-19_France_IDF-IPP05592_2021	2021-03-16
hCoV-19_France_IDF-IPP05634_2021	2021-03-15
hCoV-19_France_OCC-IPP05674_2021	2021-03-15
hCoV-19_France_BRE-IPP05741_2021	2021-03-15
hCoV-19_France_BRE-IPP05772_2021	2021-03-15
hCoV-19_France_CVL-IPP08253_2021	2021-03-30
hCoV-19_France_CVL-IPP08256_2021	2021-03-30
hCoV-19_France_CVL-IPP08275_2021	2021-03-30
hCoV-19_France_CVL-IPP08283_2021	2021-03-30
hCoV-19_France_PDL-IPP08569_2021	2021-03-30
hCoV-19_France_PDL-IPP08590_2021	2021-03-30
hCoV-19_France_PDL-IPP08596_2021	2021-03-30
hCoV-19_France_HDF-P304-21132M1733_2021	2021-03-29
hCoV-19_France_HDF-P358-21137C1861_2021	2021-04-03
hCoV-19_France_HDF-P323-21134C6373_2021	2021-04-01
hCoV-19_France_ARA-HCL990000239155_2021	2021-04-02
hCoV-19_France_ARA-HCL990000261896_2021	2021-04-03
hCoV-19_France_ARA-HCL990000342297_2021	2021-04-07
hCoV-19_France_IDF-HMN-21032180578_2021	2021-03-16
hCoV-19_France_IDF-IPP00141_2021	2021-01-05
hCoV-19_France_IDF-IPP01045_2021	2021-01-08
hCoV-19_France_IDF-IPP01081_2021	2021-01-12
hCoV-19_France_IDF-IPP01082_2021	2021-01-12
hCoV-19_France_IDF-IPP01049_2021	2021-01-15
hCoV-19_France_IDF-IPP02712_2021	2021-01-26
hCoV-19_France_IDF-IPP03560_2021	2021-02-11
hCoV-19_France_IDF-IPP03438_2021	2021-02-08
hCoV-19_France_IDF-IPP03444_2021	2021-02-09
hCoV-19_France_IDF-IPP03447_2021	2021-02-09
hCoV-19_France_HDF-IPP03435_2021	2021-02-03
hCoV-19_France_un-HMN-21022090277_2021	2021-02-03
hCoV-19_France_un-HMN-21022140058_2021	2021-02-14
hCoV-19_France_un-HMN-21022150433_2021	2021-02-10
hCoV-19_France_un-HMN-21022110374_2021	2021-02-09
hCoV-19_France_ARA-HCL021027656301_2021	2021-02-03
hCoV-19_France_ARA-HCL021029939101_2021	2021-02-02
hCoV-19_France_IDF-IPP04929_2021	2021-03-02
hCoV-19_France_IDF-IPP04931_2021	2021-03-02
hCoV-19_France_IDF-IPP04947_2021	2021-03-02
hCoV-19_France_IDF-IPP04968_2021	2021-03-02
hCoV-19_France_IDF-IPP04984_2021	2021-03-02
hCoV-19_France_IDF-IPP04985_2021	2021-03-02
hCoV-19_France_IDF-IPP04989_2021	2021-03-02
hCoV-19_France_ARA-HCL021029999501_2021	2021-02-02
hCoV-19_France_ARA-HCL021037337801_2021	2021-02-25
hCoV-19_France_ARA-HCL990000158803_2021	2021-02-12
hCoV-19_France_ARA-HCL021029883501_2021	2021-02-02
hCoV-19_France_ARA-CHUGA-1023281121_2021	2021-02-05
hCoV-19_France_ARA-CHUGA-1023299445_2021	2021-02-09
hCoV-19_France_ARA-CHUGA-1023333263_2021	2021-02-16
hCoV-19_France_ARA-CHUGA-1033400802_2021	2021-03-02
hCoV-19_France_IDF-IPP05112_2021	2021-03-04
hCoV-19_France_IDF-IPP05195_2021	2021-03-09
hCoV-19_France_CVL-IPP05067_2021	2021-03-02
hCoV-19_France_IDF-IPP05122_2021	2021-03-05
hCoV-19_France_CVL-IPP04374_2021	2021-02-18
hCoV-19_France_IDF-IPP05031_2021	2021-03-02
hCoV-19_France_HDF-IPP05053_2021	2021-03-02
hCoV-19_France_ARA-HCL021048100201_2021	2021-03-14
hCoV-19_France_OCC-265_2021	2021-03-01
hCoV-19_France_IDF-IPP06051_2021	2021-03-16
hCoV-19_France_PDL-IPP06062_2021	2021-03-16
hCoV-19_France_PDL-IPP06064_2021	2021-03-16
hCoV-19_France_CVL-IPP06073_2021	2021-03-16
hCoV-19_France_CVL-IPP06079_2021	2021-03-16
hCoV-19_France_PDL-IPP06208_2021	2021-03-16
hCoV-19_France_PDL-IPP06222_2021	2021-03-16
hCoV-19_France_ARA-210018433801_2021	2021-03-22
hCoV-19_France_ARA-210018695301_2021	2021-03-23
hCoV-19_France_ARA-700000187941_2021	2021-03-25
hCoV-19_France_BRE-IPP06948_2021	2021-03-16
hCoV-19_France_IDF-IPP07994_2021	2021-03-29
hCoV-19_France_IDF-IPP08000_2021	2021-03-29
hCoV-19_France_IDF-IPP08003_2021	2021-03-31
hCoV-19_France_PDL-IPP08020_2021	2021-03-24
hCoV-19_France_ARA-210019920501_2021	2021-03-30
hCoV-19_France_ARA-210020250901_2021	2021-03-31
hCoV-19_France_ARA-210020505901_2021	2021-04-01
hCoV-19_France_IDF-IPP08160_2021	2021-03-30
hCoV-19_France_IDF-IPP08164_2021	2021-03-30
hCoV-19_France_IDF-IPP08166_2021	2021-03-30
hCoV-19_France_CVL-IPP08178_2021	2021-03-29
hCoV-19_France_CVL-IPP08241_2021	2021-03-30
hCoV-19_France_CVL-IPP08247_2021	2021-03-30
hCoV-19_France_CVL-IPP08248_2021	2021-03-30
hCoV-19_France_IDF-IPP08306_2021	2021-03-29
hCoV-19_France_HDF-IPP08635_2021	2021-03-30
hCoV-19_France_BRE-IPP08656_2021	2021-03-30
hCoV-19_France_PDL-IPP08676_2021	2021-03-30
hCoV-19_France_PDL-IPP08683_2021	2021-03-30
hCoV-19_France_HDF-IPP08793_2021	2021-03-30
hCoV-19_France_IDF-IPP05626_2021	2021-03-16
hCoV-19_France_HDF-100001691295_2021	2021-02-22
hCoV-19_France_PAC-IHU-4060-N1_2021	2021-04-02
hCoV-19_France_PAC-IHU-4066-N1_2021	2021-04-02
hCoV-19_France_PAC-IHU-4071-N1_2021	2021-04-02
hCoV-19_France_IDF-HMN-21032040304_2021	2021-03-02
hCoV-19_England_CAMC-B518D0_2020	2020-11-08
hCoV-19_England_CAMC-B7A9FC_2020	2020-11-12
hCoV-19_England_MILK-BB071E_2020	2020-11-17
hCoV-19_England_MILK-C5267A_2020	2020-12-11
hCoV-19_England_ALDP-C8A66A_2020	2020-12-17
hCoV-19_England_CAMC-C8592A_2020	2020-12-17
hCoV-19_England_MILK-C7B81B_2020	2020-12-15
hCoV-19_England_MILK-C7B56F_2020	2020-12-15
hCoV-19_England_MILK-C782B6_2020	2020-12-15
hCoV-19_England_OXON-F40A16_2020	2020-12-14
hCoV-19_England_CAMC-CF312F_2020	2020-12-18
hCoV-19_England_CAMC-CF31D4_2020	2020-12-18
hCoV-19_England_MILK-D090BF_2020	2020-12-19
hCoV-19_England_CAMC-CFC29C_2020	2020-12-21
hCoV-19_England_CAMC-B0879F_2020	2020-10-29
hCoV-19_England_CAMC-C4671C_2020	2020-12-10
hCoV-19_England_MILK-BFF564_2020	2020-12-02
hCoV-19_England_ALDP-C3A47E_2020	2020-12-09
hCoV-19_England_QEUH-C5454E_2020	2020-12-12
hCoV-19_England_205261305_2020	2020-12-22
hCoV-19_England_MILK-C78ABE_2020	2020-12-15
hCoV-19_England_MILK-CA6325_2020	2020-12-18
hCoV-19_England_OXON-F40ADA_2020	2020-12-15
hCoV-19_England_OXON-F40E47_2020	2020-12-14
hCoV-19_England_MILK-CAA3F4_2020	2020-12-18
hCoV-19_England_CAMC-CB72F7_2020	2020-12-18
hCoV-19_England_CAMC-CB7330_2020	2020-12-18
hCoV-19_England_CAMC-CFD9F0_2020	2020-12-21
hCoV-19_England_CAMC-B9920B_2020	2020-11-15
hCoV-19_England_MILK-B95F71_2020	2020-11-13
hCoV-19_England_CAMC-C41C4F_2020	2020-12-10
hCoV-19_England_CAMC-B79CE5_2020	2020-11-12
hCoV-19_England_MILK-C78A90_2020	2020-12-15
hCoV-19_England_MILK-CA6EAC_2020	2020-12-18
hCoV-19_England_ALDP-C88408_2020	2020-12-17
hCoV-19_England_CAMC-C7478E_2020	2020-12-15
hCoV-19_England_CAMC-C72058_2020	2020-12-15
hCoV-19_England_MILK-C53B2F_2020	2020-12-12
hCoV-19_England_CAMC-B20A6B_2020	2020-11-02
hCoV-19_England_QEUH-B80FE2_2020	2020-11-14
hCoV-19_England_CAMC-C456A7_2020	2020-12-10
hCoV-19_England_CAMC-C44B12_2020	2020-12-10
hCoV-19_England_ALDP-C3C184_2020	2020-12-10
hCoV-19_England_ALDP-C3C3CA_2020	2020-12-10
hCoV-19_England_CAMC-C2625D_2020	2020-12-08
hCoV-19_England_MILK-C4FD99_2020	2020-12-11
hCoV-19_England_MILK-C50120_2020	2020-12-11
hCoV-19_England_CAMC-CF86C1_2020	2020-12-21
hCoV-19_England_CAMC-C3FE6C_2020	2020-12-10
hCoV-19_England_CAMC-C3FE4E_2020	2020-12-10
hCoV-19_England_CAMC-C4556E_2020	2020-12-10
hCoV-19_England_CAMC-BBC33C_2020	2020-11-20
hCoV-19_England_ALDP-C3DE31_2020	2020-12-10
hCoV-19_England_MILK-C62B0F_2020	2020-12-13
hCoV-19_England_ALDP-C59761_2020	2020-12-13
hCoV-19_England_NORW-F64A7_2020	2020-12-14
hCoV-19_England_QEUH-CADAFC_2020	2020-12-20
hCoV-19_England_MILK-CA465B_2020	2020-12-16
hCoV-19_England_MILK-CA9AB4_2020	2020-12-18
hCoV-19_England_CAMC-C71AB5_2020	2020-12-16
hCoV-19_England_MILK-C51471_2020	2020-12-11
hCoV-19_England_ALDP-C8C4F5_2020	2020-12-15
hCoV-19_England_CAMC-CF421C_2020	2020-12-18
hCoV-19_England_MILK-B01F43_2020	2020-10-23
hCoV-19_England_CAMC-BD3A76_2020	2020-11-28
hCoV-19_England_CAMC-BD48B7_2020	2020-11-27
hCoV-19_England_CAMC-BC17DE_2020	2020-11-22
hCoV-19_England_CAMC-BC34C6_2020	2020-11-22
hCoV-19_England_CAMC-C437B5_2020	2020-12-10
hCoV-19_England_MILK-C63B2C_2020	2020-12-13
hCoV-19_England_MILK-C61CEF_2020	2020-12-13
hCoV-19_England_ALDP-C58313_2020	2020-12-13
hCoV-19_England_CAMC-C71129_2020	2020-12-15
hCoV-19_England_CAMC-C721A0_2020	2020-12-15
hCoV-19_England_QEUH-C5BF67_2020	2020-12-14
hCoV-19_England_CAMC-C9855D_2020	2020-12-18
hCoV-19_England_CAMC-CB7C9F_2020	2020-12-18
hCoV-19_England_ALDP-CED47A_2020	2020-12-17
hCoV-19_England_QEUH-CD0F88_2020	2020-12-24
hCoV-19_England_ALDP-C49A7A_2020	2020-12-12
hCoV-19_England_MILK-CA65D4_2020	2020-12-18
hCoV-19_England_QEUH-C7C856_2020	2020-12-15
hCoV-19_England_QEUH-C7CD66_2020	2020-12-16
hCoV-19_England_MILK-C613CC_2020	2020-12-13
hCoV-19_England_QEUH-C5C87A_2020	2020-12-14
hCoV-19_England_ALDP-C8BCD0_2020	2020-12-15
hCoV-19_England_CAMC-CB7F87_2020	2020-12-18
hCoV-19_England_QEUH-CCCA15_2020	2020-12-23
hCoV-19_England_MILK-9E05B3_2020	2020-09-20
hCoV-19_England_CAMC-BBD4B0_2020	2020-11-22
hCoV-19_England_ALDP-BB5D71_2020	2020-11-19
hCoV-19_England_ALDP-CB5CEC_2020	2020-12-19
hCoV-19_England_SHEF-10CC01C_2020	2020-12-21
hCoV-19_England_ALDP-C8D764_2020	2020-12-15
hCoV-19_England_ALDP-C8DA01_2020	2020-12-15
hCoV-19_England_MILK-C6154E_2020	2020-12-13
hCoV-19_England_MILK-C7B2D1_2020	2020-12-15
hCoV-19_England_CAMC-C99D27_2020	2020-12-18
hCoV-19_England_CAMC-C755B0_2020	2020-12-15
hCoV-19_England_MILK-1308785_2021	2021-02-21
hCoV-19_England_ALDP-1358E90_2021	2021-02-25
hCoV-19_England_QEUH-1335497_2021	2021-02-25
hCoV-19_England_ALDP-1338160_2021	2021-02-24
hCoV-19_England_QEUH-131D468_2021	2021-02-23
hCoV-19_England_QEUH-131CE4D_2021	2021-02-23
hCoV-19_England_ALDP-1295214_2021	2021-02-11
hCoV-19_England_ALDP-12A22D8_2021	2021-02-11
hCoV-19_England_CAMC-132879E_2021	2021-02-17
hCoV-19_England_MILK-13646F3_2021	2021-02-27
hCoV-19_England_QEUH-1362AAE_2021	2021-02-27
hCoV-19_England_MILK-1338494_2021	2021-02-25
hCoV-19_England_ALDP-1339026_2021	2021-02-24
